index,Roast Level,Avg Agtron,price,rating,Country Region,Country,review_sentence,company,coffee
3167a,Medium-Light,70,14.75,94,Africa,Rwanda," Honey, lush night-blooming flowers and ripe orange in aroma and cup",Wonderstate Coffee,Rwanda Abakundakawa
3168a,Medium-Light,63,12.99,91,Africa,Rwanda," Apricot, mandarin orange, dark chocolate, night flowers in aroma and cup",JBC Coffee Roasters,Rwanda Kinunu
3169a,Medium-Light,63,12.99,93,Africa,Rwanda," Flowers, pear, apricot, hints of honey and cocoa in aroma and cup",JBC Coffee Roasters,Rwanda Bufcafe
3170a,Medium-Light,63,12.75,91,Africa,Rwanda, Lightly syrupy body; clean but tartly dry finish,Wonderstate Coffee,Rwanda Musasa
3171a,Medium,59,23.05,92,Africa ; The Americas,Rwanda ; Brazil," Dark chocolate, butter, blood orange, apricot and licorice root in aroma and small cup",Pa Mano Cafe,Pas De Deux
3172a,Medium-Light,63,16.25,92,Africa ; The Americas,Rwanda ; Brazil ; Columbia," Ethan’s emphasized flowers and fruit, Ken’s sandalwood and nut, though both cited a fine, elegant dry cacao note",Ritual Coffee Roasters,Wolf Moon Seasonal Espresso
3173a,Medium,60,10.51,92,Africa ; The Americas,Rwanda ; Colombia ; El Salvador," Dark chocolate, hazelnut, vanilla, dried cherry, cedar in aroma and small cup",Kakalove Cafe,No. 79 Blend Espresso
3174a,Medium-Light,64,13.99,90,Africa ; The Americas,Rwanda ; Colombia ; Honduras," Cocoa nib, raspberry, cashew, freesia, cedar in aroma and cup",Red Rooster Coffee Roaster,Floyd Farmhouse Blend
3175a,Medium,58,11.24,90,Africa ; Asia ; The Americas,Rwanda ; Zambia ; Indonesia ; Brazil ; Costa Rica," Blood orange, baking chocolate, walnut, cedar, a hint of sweet, wisteria-like flowers in aroma and small cup",Vascobelo,Le Roi Espresso
3176a,Medium-Light,64,149.85,93,Africa,Saint Helena," Almond nougat, lemon zest, tea rose, dried cherry, clove in aroma and cup",Paradise Roasters,Saint Helena Island Peaberry
3177a,Medium-Light,62,119.7,92,Africa,South Africa," Hop flowers, pink peppercorn, tangerine zest, quince, fresh-cut fir in aroma and cup",Paradise Roasters,South Africa Elephant Coast Estate Coffea Racemosa
3178a,Light,71,79.04,92,The Americas,Taiwan," Raspberry, brown sugar, lime zest, dark chocolate, baking spices in aroma and cup",Red Bean Coffee,Guoxing Taiwan Coffee
3179a,Light,71,194.85,94,Asia,Taiwan," Pomegranate, cocoa nib, violet, pink grapefruit zest, cashew butter in aroma and cup",Paradise Roasters,Taiwan Geisha Honey
3180a,Light,84,30.57,89,The Americas,Taiwan," Fresh-cut fir, gardenia, peanut brittle, pink grapefruit, watermelon in aroma and cup",Jacob's Estate Musicaffe Workshop,Honey-Processed Coffee
3181a,Light,74,46.75,90,Asia,Taiwan," Brown sugar, roasted walnut, tangerine-like fruit, spearmint, a hint of flowers in aroma and cup",Nantou Specialty,San Formosan Estate
3182a,Medium,55,57.93,94,Asia,Taiwan," Tamarind, plum, dark chocolate, cedar, molasses in aroma and small cup",Simon Hsieh Aroma Roast Coffees,Taiwan Alishan Zhou-Zhu-Yuan Farm Estate Reserve Washed
3183a,Medium,52,68.6,93,The Americas,Taiwan," Jasmine, tangerine, cedar, baker’s chocolate, almond in aroma and small cup",Simon Hsieh's Aroma Roast Coffees,Taiwan Taiwu Pingtung Natural Typica
3184a,Medium,56,71.18,93,The Americas,Taiwan," Dark honey, wisteria-like flowers, dark chocolate, sandalwood in aroma and cup",Simon Hsieh's Aroma Roast Coffees,Taiwan Alishan Washed Sumatra Typica
3185a,Medium,57,39.34,90,The Americas,Taiwan," Quiet, round, chocolaty",Musicaffe Workshop,Jacob’s Estate Taiwan
3186a,Medium,56,61.83,93,The Americas,Taiwan," Lush flowers, cidery apple and tart, raspberry-like fruit in aroma and cup",Simon Hsieh's Aroma Roast Coffees,Taiwan Alishan Sumatra Honey
3187a,Medium,58,40.22,91,The Americas,Taiwan," Sean stopped at citrus, honey and caramel in aroma and small cup whereas Ken added dark chocolate and pungent fir",Simon Hsieh's Aroma Roast Coffees,Echo Blend Taiwan Espresso
3188a,Medium-Light,69,42.75,92,The Americas,Taiwan," Grape candy, salted chocolate, almond, gardenia, sandalwood in aroma and cup",MT49 Cafe,Taiwan Taitung Luan Mountain Valley of Tears
3189a,Medium-Light,69,109.08,93,Asia,Taiwan," Tamarind, almond, lemon verbena, baking chocolate, freesia in aroma and cup",Quartet Kaffe,Taiwan Alluring Scent Estate Natural
3190a,Medium-Light,63,29.99,92,The Americas,Taiwan," Raisin, brown sugar, lemon zest, prairie flowers, oak in aroma and cup",The Formosa Coffee,Taiwan Natural Medium Roast
3191a,Medium-Light,64,101.88,94,Asia,Taiwan," Dried mulberry, dark chocolate, ginseng, pink grapefruit zest, frankincense in aroma and cup",Kakalove Cafe,Taiwan Natural Alishan Zhuo-Wu Farm Geisha
3192a,Medium-Light,63,40.13,92,Asia,Taiwan," Blueberry, molasses, fresh-cut fir, magnolia, bay leaf in aroma and cup",Kakalove Cafe,Kakalove Taiwan Natural SL34 Alishan Ching-Ye Farm
3193a,Medium-Light,69,60.99,92,The Americas,Taiwan,,CafeTaster,Typica Baishengcun Farm
3194a,Medium-Light,69,103.45,92,The Americas,Taiwan," Ripe papaya, honeysuckle, aged balsamic vinegar, cocoa powder, a hint of frankincense in aroma and cup",The Curve Coffee Roasting Co.,Mount Ali Taiwan Typica Natural
3195a,Medium-Light,68,70.81,90,The Americas,Taiwan," Crisp, quietly lively acidity; very lightly creamy mouthfeel",Shan-Hai-Guan Hand-Made Coffee,Taiwan Musk Coffee
3196a,Medium-Light,62,84.42,91,The Americas,Taiwan, Wine-toned acidity; lightly syrupy mouthfeel,Simon Hsieh's Aroma Roast Coffees,Zhou Zhu Yuan Farm Taiwan Natural
3197a,Light,71,17.95,94,Africa,Tanzania," Baking spices, mulberry, caramel, moist earth, rhododendron in aroma and cup",Lexington Coffee Roasters,Tanzania Shimiligwanda
3198a,Medium,54,19,92,Africa,Tanzania," Dried fig, dark chocolate, pistachio, gardenia, spice box in aroma and cup",Red Bay Coffee,East Fourteenth
3199a,Medium,60,18,91,Africa,Tanzania," Caramel, walnut, raisin, flowers, coriander in aroma and cup",Pebble Coffee,Tanzania Shiwanda Estate Peaberry
3200a,Medium,54,12.74,90,Africa,Tanzania, Hints of banana and honey,Caribou Coffee,Tanzania Nyoni
3201a,Medium,57,12.25,93,Africa,Tanzania," Honey, flowers, black currant, roasted cacao nib, a pungent hint of pine in aroma and cup",Lexington Coffee Roasters,Tanzania Ruvuma
3202a,Medium,61,13.5,90,Africa,Tanzania," Rose-like flowers, cardamom, honey, a savory carob-like chocolate in aroma and cup",Klatch Coffee,Tanzania Peaberry Kilimanjaro
3203a,Medium,59,14.75,90,Africa,Tanzania," Cocoa, flowers, plum-like fruit in aroma and cup",Kean Coffee,Tanzania Mpito
3204a,Medium,58,15.5,90,Africa,Tanzania," Softly balanced acidity; impressively plush, lightly syrupy mouthfeel",Temple Coffee and Tea,Tanzania Nzovu
3205a,Medium,57,11.25,90,Africa,Tanzania," Round, soft acidity, medium body, lightly syrupy mouthfeel",Atomic Cafe Coffee Roasters,Tanzania Peaberry Tudeley Estate
3206a,Medium,58,11.72,93,Africa,Tanzania," In the cup classically big, bright acidity, silky mouthfeel and juicy, complex fruit: apricot, peach, black currant, tart citrus with hints of flowers and honey",The Roasterie,Tanzania Ruvuma
3207a,Medium,55,12.97,94,Africa,Tanzania," Sweetly floral with layered suggestions of fruit: grapefruit, coconut, pineapple",Fratello Coffee Roasters,Tanzanian Songea Peaberry
3208a,Medium-Light,64,12,93,Africa,Tanzania," Tamarind, freesia, candycap mushroom, cedar, agave syrup in aroma and cup",Jackrabbit Java,Tanzania AA Karatu Estate
3209a,Medium-Light,68,17,94,Africa,Tanzania," Jasmine, toffee, peach, cedar, tamarind in aroma and cup",Flight Coffee Co.,Tanzania Tarime AB
3210a,Medium-Light,67,16,95,Africa,Tanzania," Red currant, dark chocolate, tangerine zest, hop flowers, sandalwood in aroma and cup",Flight Coffee Co.,Tanzania Ngorongoro Ridge Peaberry
3211a,Medium-Light,70,14.75,95,Africa,Tanzania," Dried mango, scent of fresh cigar, lemon verbena, pink grapefruit zest, wisteria-like flowers in aroma and cup",Lexington Coffee Roasters,Tarime Tanzania
3212a,Medium-Light,68,19.2,95,Africa,Tanzania," Wild honey, black cherry, lemon verbena, hazelnut, rhododendron-like flowers in aroma and cup",JBC Coffee Roasters,Tarime Tanzania
3213a,Medium-Light,69,13.25,91,Africa,Tanzania," Kumquat, fresh-cut fir, Brazil nut, freesia-like flowers, pleasing hints of green bell pepper in aroma and cup",Lexington Coffee Roasters,Selian Tanzania
3214a,Medium-Light,65,13.25,92,Africa,Tanzania," Honey, orange, vanilla, roasted cacao nib, a hint of savory herb, thyme perhaps, in aroma and cup",Lexington Coffee Roasters,Selian Tanzania
3215a,Medium-Light,65,16,93,Africa,Tanzania," Concord grape, blood orange, molasses, pecan, lily-like flowers in aroma and cup",Cafe Grumpy,Mutwari Tanzania Peaberry
3216a,Medium-Light,67,13.02,92,Africa,Tanzania," Honey, roasted cacao nib, tart kumquat, lavender-like flowers in aroma and cup",Kakalove Cafe,Tanzania Songea Peaberry
3217a,Very Dark,25,7.79,89,Africa,Tanzania," Baker’s chocolate, hazelnut, fir, brown sugar in aroma and cup",Archer Farms,Tanzania Kikafu Estate Direct Trade Light Roast
3218a,Medium-Dark,47,16.31,90,Africa ; The Americas,Tanzania ; Bolivia ; Peru," In the small cup light-bodied but delicately plush in mouthfeel, pungently sweet, with continued hints of aromatic wood, dark chocolate, and a complex but muted fruit",Level Ground Trading,Direct Fair Trade Espresso
3219a,Light,71,11.43,91,Africa ; The Americas,Tanzania ; Honduras," Honey, rose, blackberry, hazelnut in aroma and cup",DanCeing Coffee,DanCeing Blend
3220a,Medium-Light,65,11.95,91,Africa ; The Americas,Tanzania ; Nicaragua ; Peru," Tangerine, walnut, honey, lavender in aroma and cup",Reunion Island Coffee,Island Reserve
3221a,Dark,36,7.76,91,Asia,Thailand," Dark chocolate, scorched cedar, lily, almond, ripe apricot in aroma and small cup",Alephant Coffee,Single-Origin Espresso Medium Roast
3222a,Dark,41,6.78,86,Asia,Thailand," Mildly scorched cedar, raisin, hints of dark chocolate and cardamom in aroma and cup",CoffeeIndy.com,Single Origin Chiang Rai Doi Chang
3223a,Dark,38,9.14,88,Asia,Thailand," Lightly scorched cedar, dark chocolate, vanilla, brown sugar, a hint of lime zest in aroma and cup",Homlamoon Coffee,Premium Roasted Thai Coffee Beans
3224a,Dark,39,11.05,90,Asia,Thailand," Fresh-cut fir, milk chocolate and an apricot-like fruit in the aroma; in the cup the chocolate turns crisper and more cocoa-like and the fruit more lemony",Doi Chaang Coffee,Single Origin Decaf
3225a,Light,73,29.95,93,Asia,Thailand," Wild honey, bergamot, freesia-like flowers, thyme, green apple in aroma and cup",Paradise Roasters,Thailand Omkoi Sopa’s Estate
3226a,Light,82,8.28,90,Asia,Thailand," Brown sugar, orangy citrus, fresh-cut cedar, bakers’ chocolate, a hint of fresh, humus-like earth in aroma and cup",Bluekoff Company,Natural Process Thailand Coffee
3227a,Medium,55,16.95,91,Asia,Thailand," Almond butter, carob, lemon zest, date, magnolia in aroma and small cup",Paradise Roasters,Thailand Robusta Panid Choosit Espresso
3228a,Medium,56,18.95,92,Asia,Thailand," Lime zest, dried apricot, chocolate fudge, agave syrup, cedar in aroma and cup",Paradise Roasters,Thailand Doi Pangkhon Dark Roast
3229a,Medium,57,8.26,91,Asia,Thailand," Dark chocolate, gently scorched cedar, magnolia, black cherry, almond in aroma and small cup",Doi Chaang Coffee,Espresso
3230a,Medium,56,8.16,91,Asia,Thailand," Dark chocolate, gardenia-like flowers, green apple, gently scorched cedar, hazelnut in aroma and small cup",Bluekoff Company,Thai Single-Origin Espresso Blend (A4+A4.5+A5)
3231a,Medium,57,8.16,90,Asia,Thailand," Baker’s chocolate, almond, molasses, narcissus, black cherry in aroma and small cup",Bluekoff Company,Thai Single-Origin Natural-Process Espresso
3232a,Medium,59,16.95,91,Asia,Thailand," Grapefruit zest, mango, chocolate, fresh-cut fir in aroma and small cup",Paradise Roasters,Thailand Doi Pangkhon Espresso
3233a,Medium,60,7.62,92,Asia,Thailand," Dark chocolate, cedar, pomegranate, hazelnut, rhododendron-like flowers in aroma and small cup",Bluekoff Company,Thai Single-Origin Honey-Processed Espresso
3234a,Medium,60,7.62,91,Asia,Thailand," Dark chocolate, maple syrup, cedar, magnolia, ripe banana in aroma and small cup",Bluekoff Company,Thai Single-Origin A4+A4.5+A5 Espresso Blend
3235a,Medium,54,7.62,90,Asia,Thailand," Carob, orange zest, gently scorched oak, raisin, lily in aroma and small cup",Bluekoff Company,Thai Single-Origin A4+A5 Espresso Blend
3236a,Medium,55,8.28,91,Asia,Thailand," Cherry, blood orange, dark chocolate, fresh-cut cedar, lily-like flowers in aroma and small cup",Bluekoff Company,Natural Process Thailand Espresso
3237a,Medium,55,12.08,90,Asia,Thailand," Balanced aroma and cup: dark chocolate, fir, raisin, zesty tangerine, with a slight hint of savory baking spice",Doi Chaang Coffee,Single-Estate Piko’s Peaberry
3238a,Medium,54,12.08,90,Asia,Thailand," Orange-like citrus, fresh-cut fir, dark chocolate, a hint of baking spice in aroma and cup",Doi Chaang Coffee,Single-Estate Medium
3239a,Medium,54,12.95,90,Asia,Thailand," In the small cup smoothly syrupy mouthfeel, a slight tart brightness, cedary pungency, and continued chocolate and fruit that carry into a quietly resonant finish",Bluekoff Company,Honey Process Single-Estate Espresso
3240a,Medium,52,12.4,89,Asia,Thailand," Nut, raisin, hints of fir and flowers in aroma and cup",Doi Chaang Coffee,Single-Origin Medium Roast
3241a,Medium,51,11.99,89,Asia,Thailand," Flowers, fir, orangy fruit in the aroma",Doi Chaang Coffee,Single Origin Medium Roast
3242a,Medium,54,367.66,88,Asia,Thailand," Soft, round acidity, lightly syrupy mouthfeel",Doi Chaang Coffee,Doi Chaang Wild Civet Spat Coffee
3243a,Medium,54,5.4,88,Asia,Thailand, In the cup the chocolate tone becomes deeper and soft fruit and nut complications emerge,Roytawan,First Love
3244a,Medium-Dark,49,8.28,92,Asia,Thailand," Caramel, roasted cacao-nib, honeysuckle-like flowers, apricot, star anise in aroma and small cup",Bluekoff Company,Thai Single-Origin Espresso Blend (A4+A5)
3245a,Medium-Dark,43,6.55,90,Asia,Thailand," Fresh-cut cedar, roasted cacao nib, orange zest, rich prune in aroma and, more pronounced, in the small cup",CoffeeIndy.com,Single Origin Arabica Espresso
3246a,Medium-Dark,49,11.41,93,Asia,Thailand," In the small cup creamy mouthfeel with rich depth and balance; the chocolate turns caramelly and the fruit richer and sweeter, complicated by a hint of anise",Bluekoff Company,Bluekoff Single Origin Thai Espresso Blend (A4+A5)
3247a,Medium-Dark,51,375.51,91,Asia,Thailand,"  Balanced, smoothly complete coffee: the raisiny fruit and cedary dark chocolate in the aroma sweetens toward fresh cherry and milk chocolate in the cup, with a tart complication of lemon",Doi Chaang Coffee,Doi Chaang Wild Civet Passed Coffee
3248a,Medium-Dark,48,8.71,90,Asia,Thailand," In the small cup buttery mouthfeel with excellent depth and balance; the chocolate turns caramelly and the fruit toward a zesty orange, both supported by a pungent cedar",Bluekoff Company,Bluekoff Single Origin Thai Espresso Blend (A4+A5)
3249a,Medium-Dark,48,7.5,88,Asia,Thailand," Soft but resonant acidity, silky mouthfeel",Eden Way Coffee,Thai Fully City Roast
3250a,Medium-Light,63,16.95,90,Asia,Thailand," Almond, pie cherry, oak, prairie flowers, baking chocolate in aroma and cup",Paradise Roasters,Thailand Robusta Panid Choosit
3251a,Medium-Light,63,8.16,92,Asia,Thailand," Dark chocolate, ripe plum, lily-like flowers, molasses, a hint of fresh earth in aroma and small cup",Bluekoff Company,Thai Single-Origin Natural-Processed Espresso
3252a,Medium-Light,61,7.62,92,Asia,Thailand," Ripe blueberry, dark chocolate, spiced rum, walnut, lily in aroma and small cup",Bluekoff Company,Thai Single-Origin Natural-Processed Espresso
3253a,Medium-Light,70,44.93,91,Asia,Thailand," Dark chocolate, clove, dried persimmon, magnolia-like flowers in aroma and cup",Paradise Roasters,Thailand Java Semi-Washed
3254a,Medium-Light,69,24.8,92,Asia,Thailand," Almond, roasted cacao-nib, sweet lime, honeysuckle-like flowers in aroma and cup",Moriah Coffee,Doi Chaang Arabica
3255a,Medium-Light,69,22.5,90,Asia,Thailand," Prominent pear-like fruit notes, roasted cacao nib, hazelnut and a hint of butterscotch in aroma and cup",Moriah Coffee,Doi Chaang Arabica
3256a,Medium-Light,62,7.55,89,Asia,Thailand," Fresh-cut fir, honey, hints of chocolate and tart fruit in aroma and cup",GT Coffee,Paradise A
3257a,Medium-Light,63,7.01,92,Asia,Thailand, Delicately bright acidity; lightly silky mouthfeel,P&F Coffee,Doi Chaang Lisumi Single Origin
3258a,Very Dark,28,11.64,87,Asia,Thailand, In the cup medium-bodied but smoothly silky in mouthfeel,Doi Chaang Coffee,Single-Origin Signature Roast
3259a,Very Dark,21,11.64,87,Asia,Thailand," Medium body, smooth mouthfeel; slightly astringent finish",Doi Chaang Coffee,Single-Origin Dark Roast
3260a,Medium,60,17,93,Asia ; The Americas,Timor-Leste ; Brazil," Baking chocolate, raisin, hazelnut, fresh-cut fir, molasses in aroma and small cup",Souvenir Coffee,Espresso Blend
3261a,Medium,55,13.99,94,Asia ; The Americas,Timor-Leste ; Colombia ; Nicaragua," Almond brittle, cocoa, magnolia, nectarine, fresh-cut cedar in aroma and cup",Red Rooster Coffee Roaster,Funky Chicken
3262a,Medium,55,13.99,92,Asia ; The Americas,Timor-Leste ; Nicaragua," Dark chocolate, gardenia, gently scorched oak, red apple, hazelnut butter in aroma and cup",Red Rooster Coffee Roaster,4&20 French Roast
3263a,Medium,58,13.46,92,Africa,Uganda," Dark chocolate, caramel, date, gardenia, cedar in aroma and cup",Gorilla Conservation Coffee,Kanyonyi Coffee Blend
3264a,Medium,52,11.35,90,Africa,Uganda," Baked apple, singed oak, dark chocolate, a hint of orange blossom in aroma and cup",Grounds for Change,Uganda Kayurumba
3265a,Medium-Dark,49,19.49,89,Africa,Uganda," Richly tart acidity; heavy, syrupy mouthfeel",Green Mountain Coffee,Ugandan Mountains of the Moon
3266a,Medium-Light,65,18,90,Africa,Uganda," Brown sugar, baked apple, lemon zest, cayenne, fresh-cut pine in aroma and cup",Oceana Coffee,Uganda Kapchorwa
3267a,Medium-Light,65,14.81,93,Africa,Uganda," Roasted cashew, oak, apricot, orange zest, magnolia-like flowers in aroma and cup",Conscious Cup Coffee Roasters,Uganda Fair Trade Bukonzo
3268a,Light,74,74.85,94,The Americas,United States of America," Star jasmine, mango, date, macadamia nut, amber in aroma and cup",Paradise Roasters,Ka’u Pink Honey
3269a,Light,75,89.85,94,The Americas,United States of America," Tea rose, pink grapefruit zest, cocoa nib, fresh-cut oak, wild honey in aroma and cup",Paradise Roasters,Kona Maragogype Pink Honey
3270a,Light,74,224.85,95,The Americas,United States of America," Strawberry guava, cocoa nib, mandarinquat, brown sugar, hazelnut in aroma in cup",Paradise Roasters,Kona Geisha Champagne Natural
3271a,Light,71,24.95,93,The Americas,United States of America," Guava, lychee, ginger blossom, cocoa nib, agave syrup in aroma and cup",Paradise Roasters,Kona Champagne Natural Black Rock Farm
3272a,Light,72,89.85,95,The Americas,United States of America," Guava, cherry blossom, cocoa nib, nougat, sandalwood in aroma and cup",Paradise Roasters,Kilauea Volcano Champagne Natural
3273a,Light,71,59.85,94,The Americas,United States of America," Wild strawberry, honey, dried gardenia, pistachio butter, pink peppercorn in aroma and cup",Paradise Roasters,Ka’u Champagne Natural
3274a,Light,74,67.01,93,The Americas,United States of America," Orange, strawberry, lily-like flowers, dark chocolate, a hint of brandy in aroma and small cup",The Coffee Academics,Greenwell Estate Hawaii Kona Natural Espresso
3275a,Light,73,64.8,91,The Americas,United States of America," Brown sugar, cashew, orange, cherry, a hint of lily-like flowers in aroma and cup",Good Land Organics,California Grown Coffee: Caturra 2014 Crop
3276a,Light,79,30,92,The Americas,United States of America," Pecan, vanilla, plum, tangerine in aroma and cup",PT's Coffee Roasting Co.,Rusty’s Hawaiian
3277a,Light,78,44.93,93,The Americas,United States of America," Green grape, flowers (wisteria?), tangerine, roasted cacao nib, raisin in aroma and cup",Equator Coffees & Teas,Ka’u Rusty’s Kenya Style Washed
3278a,Light,75,36.95,91,The Americas,United States of America," Honey, sweet citrus, nut butter, night-blooming flowers in aroma and cup",Paradise Roasters,Hawaii Kona Isla Prime Select
3279a,Light,73,11.21,90,The Americas,United States of America," In the cup, delicately silky mouthfeel and subtle yet complex flavors suggesting citrus, plum, nut, and more flowers with hints of caramel and toast that linger quietly into the long finish",Barrington Coffee Roasting Co.,Hawaiian Maui Yellow Caturra
3280a,Light,77,59.96,91,The Americas,United States of America," The richness fades a bit as the cup cools, revealing a shadow composty edge to the ferment, but the main impression of opulence persists",Hula Daddy,Kona Fancy Natural
3281a,Light,83,25,92,The Americas,United States of America," In the cup tangy bright-toned acidity, silky mouthfeel and elegantly round, sugary sweet suggestions of flowers, complex fruit, honey, toast",Paradise Roasters,Hawaii Laka
3282a,Light,71,22.5,92,The Americas,United States of America," In the aroma molasses, milk chocolate, aromatic wood, sweet tomato",Rusty's Hawaiian Coffee,100% Ka’u Classic
3283a,Medium,60,60,92,The Americas,United States of America," Oak barrel, chocolate fudge, raspberry, freesia-like flowers, a hint of rum in aroma and cup",Kauai Coffee Company,Rum Barrel Aged Kauai Coffee
3284a,Medium,57,48.75,93,The Americas,United States of America," Dark chocolate, plum, macadamia nut, baking spices, narcissus in aroma and cup",Hala Tree Kona Coffee,Holiday Blend
3285a,Medium,53,54.86,93,The Americas,United States of America," Lilac, plum, almond brittle, lemon verbena, gently scorched elm in aroma and cup",Kona Farm Direct,Kona SL34
3286a,Medium,58,85.71,93,The Americas,United States of America," Nectarine, magnolia, musk, cashew butter, maple syrup in aroma and cup",Kona Farm Direct,Kona Pointu Laurina
3287a,Medium,61,32.57,93,The Americas,United States of America," Elegantly sweet structure with Meyer lemon-like acidity; full, viscous mouthfeel",Rusty's Hawaiian,Ka’u Classic Medium Roast
3288a,Medium,60,56.85,94,The Americas,United States of America," Dark chocolate, strawberry guava, hazelnut butter, sandalwood, ginger blossom in aroma and cup",Paradise Roasters,Kona Classic Black Rock Farm
3289a,Medium,60,60,93,The Americas,United States of America," Dark chocolate, hop flowers, lychee, sandalwood, almond brittle in aroma and cup",Rusty's Hawaiian,Kona Maragogype
3290a,Medium,60,45,92,The Americas,United States of America," Baking chocolate, magnolia, agave syrup, hazelnut butter, cedar in aroma and cup",Hala Tree Kona Coffee,Peaberry Medium Roast
3291a,Medium,60,49.5,92,The Americas,United States of America," Baking chocolate, spearmint, maple syrup, freesia, hazelnut in aroma and cup",Hala Tree Kona Coffee,Typica Natural
3292a,Medium,60,36,92,The Americas,United States of America," Narcissus, baking chocolate, pear, cedar, sugar cane in aroma and cup",Kona Roasted,"Gary & Valerie, Kona"
3293a,Medium,54,36,91,The Americas,United States of America," Dark chocolate, black cherry, gently scorched oak, molasses, gardenia in aroma and cup",Kona Roasted,"Salvador, Kona"
3294a,Medium,60,36,92,The Americas,United States of America," Magnolia, cashew butter, cedar, maple syrup, red grape in aroma and cup",Jampot Poorrock Abbey,KonAroma Direct Trade Kona
3295a,Medium,60,60,93,The Americas,United States of America," Raspberry, freesia, oak, pistachio, cacao nib in aroma and cup",Cafe Virtuoso,Hawaiian Kona 100%
3296a,Medium,60,75,90,The Americas,United States of America," Date, spice box, fresh-cut fir, cocoa powder, rhododendron in aroma and cup",Greenwell Farms,Estate-Grown Mamo
3297a,Medium,51,36,90,The Americas,United States of America," Orange zest, scorched cedar, cocoa, roasted cashew, a hint of lily in aroma and cup",Jampot Poorock Abbey,KonAroma Direct Trade Kona
3298a,Medium,55,67.43,96,The Americas,United States of America," Dried black cherry, tea rose, Cognac, chocolate fudge, gently scorched almond wood in aroma and cup",Hula Daddy Kona Coffee,Kona Mocca®
3299a,Medium,54,67.43,95,The Americas,United States of America," Lush, rose-like flowers, dark chocolate, cedar, almond, ripe pineapple in aroma and cup",Hula Daddy Kona Coffee,Kona Mocca®
3300a,Medium,51,36,92,The Americas,United States of America," Intense plumeria-like flowers, cocoa, lightly scorched almond, pineapple guava in aroma and cup",Big Island Coffee Roasters,Puna Theobroma Coffee
3301a,Medium,61,53.93,94,The Americas,United States of America," Blood orange, black currant, lilac, vanilla, dark chocolate",Hula Daddy,Laura’s Reserve SL-28
3302a,Medium,60,28.5,93,The Americas,United States of America," Honey, black currant, sweet plum, dark chocolate, night-blooming flowers in aroma and cup",Rusty's Hawaiian Coffee,Classic Roast
3303a,Medium,59,52.5,92,The Americas,United States of America," Dark chocolate, juicy, grape-like fruit, quietly lush flowers, fresh-cut fir in aroma and cup",Cafe Virtuoso,Hawaiian Kona Pau Hana Estate
3304a,Medium,60,46.97,91,The Americas,United States of America," Dark chocolate, plum, night-blooming flowers, oak, a hint of musk in aroma and cup",Downtown Coffee,100% Kona Fancy
3305a,Medium,56,33.75,90,The Americas,United States of America," Cedar, dark chocolate, a hint of rich grape-like fruit and fresh pipe tobacco in aroma and cup",Kona Coffee Purveyors,Kona Extra Fancy
3306a,Medium,55,29.99,90,The Americas,United States of America," Buttery caramel, hints of dark chocolate, fresh-cut cedar, apricot in aroma and cup",Green Mountain Coffee,100% Kona
3307a,Medium,59,44.96,93,The Americas,United States of America," Fresh-cut cedar, dark chocolate, vanilla, ripe orange in aroma and cup",Hula Daddy,100% Kona Grown Brazilian Typica
3308a,Medium,56,40,94,The Americas,United States of America," Exhilarating, refreshing meadow flowers, roasted cacao nib, almond in aroma and cup",Big Island Coffee Roasters,Honeyed Yellow Caturra
3309a,Medium,53,52.5,93,The Americas,United States of America," Roundly and sweetly pungent in aroma and cup: dark chocolate, hazelnut, fresh-cut fir, apricot-like fruit",Cafe Virtuoso,Hawaiian Kona Pele Plantations
3310a,Medium,59,64.41,90,The Americas,United States of America, Acidity is gently rich when the cup is hot; rather dominating as it cools,Bacca Cafe,Hawaii Ka’u Rusty’s Typica Washed
3311a,Medium,58,82.44,94,The Americas,United States of America," Tart cherry, ripe orange, cedar, baker’s chocolate in aroma and small cup",Simon Hsieh's Aroma Roast Coffees,Kona Maragogipe Honey S.O. Espresso
3312a,Medium,57,45,92,The Americas,United States of America," Ripe lemon, night flowers, cocoaish chocolate and a hint of cedar in aroma and cup",Hualalai Roasting and Coffee Company,Kona Peaberry Medium Roast
3313a,Medium,59,35.96,93,The Americas,United States of America," Delicate but rich acidity; lively, silky mouthfeel",Hula Daddy,Laura’s Blend: 100 Percent Kona Coffee Fancy
3314a,Medium,60,33.74,94,The Americas,United States of America," Flowers and a gently tart cherry in aroma and cup with rich, layered complication: minty milk chocolate, lemon, fresh-cut fir",Willoughby's Coffee & Tea,Rusty’s Hawaiian Red Caturra Natural
3315a,Medium,57,33.71,93,The Americas,United States of America," Fresh-cut fir, almond-like nut and the pure, sweetly tart flavor of coffee fruit in aroma and cup",Hula Daddy,Peaberry Medium Roast
3316a,Medium,57,36,90,The Americas,United States of America," Tart, apple-toned acidity; lightly syrupy mouthfeel",Rusty's Hawaiian Coffee,Ka’u Coffee Natural Dried Red Caturra
3317a,Medium,60,17.95,91,The Americas,United States of America," Soft notes of sweet citrus and stone fruit in the aroma become more pronounced in the cup, with added floral complications",Green Mountain Coffee,Kona Kama Lei Special Reserve
3318a,Medium,53,20.25,89,The Americas,United States of America," Straightforward with good intensity, elegant fruit-toned acidity, medium body and a silky mouthfeel",Buddha's Cup,Estate Grown Kona Medium Roast
